phase_1,phase_2,phase_3,device
0.804,0.232,2.068,none
0.798,0.232,2.068,none
0.803,0.233,1.99,none
0.796,0.231,1.926,none
0.804,0.231,1.926,none
0.803,0.231,1.926,none
0.806,0.238,2.007,none
0.8,0.233,2.007,none
0.809,0.238,1.928,none
0.809,0.235,1.98,none
0.806,0.235,1.98,none
0.802,0.235,1.98,none
0.789,0.235,1.98,none
0.79,0.234,1.907,none
0.787,0.233,1.885,none
0.79,0.237,1.881,none
0.794,0.234,1.885,none
0.793,0.233,1.884,none
0.784,0.235,1.885,none
0.787,0.235,1.885,none
0.79,0.234,1.9,none
0.788,0.234,1.9,none
0.782,0.233,1.985,none
0.784,0.237,1.876,none
0.78,0.23,1.864,none
0.784,0.234,1.802,none
0.779,0.234,1.902,none
0.785,0.234,1.902,none
0.792,0.234,1.902,none
0.795,0.234,1.902,none
0.786,0.236,1.92,none
0.794,0.233,1.92,none
0.793,0.232,1.977,none
0.787,0.236,1.977,none
0.797,0.236,2.044,none
0.787,0.233,2.044,none
0.784,0.234,1.956,none
0.783,0.231,1.933,none
0.783,0.238,1.933,none
0.789,0.238,2.132,none
0.781,0.232,2.149,none
0.781,0.232,2.067,none
0.778,0.232,2.067,none
0.78,0.239,2.063,none
0.784,0.233,1.98,none
0.785,0.231,1.983,none
0.777,0.235,2.005,none
0.786,0.236,2.007,none
0.783,0.23,1.985,none
0.781,0.233,1.988,none
0.777,0.234,2.046,none
0.772,0.235,2.01,none
0.788,0.235,2.01,none
0.782,0.237,1.988,none
0.777,0.231,1.883,none
0.794,0.233,1.939,none
0.778,0.235,1.964,none
0.784,0.236,1.997,none
0.78,0.233,1.949,none
0.787,0.231,1.949,none
0.792,0.234,1.905,none
0.791,0.238,2.075,none
0.794,0.231,1.968,none
0.795,0.231,1.968,none
0.787,0.234,1.981,none
0.793,0.232,2.021,none
0.797,0.237,2.021,none
0.791,0.237,2.021,none
0.783,0.231,2.021,none
0.779,0.239,1.953,none
0.785,0.237,1.912,none
0.779,0.237,1.912,none
0.786,0.239,1.912,none
0.784,0.232,1.912,none
0.793,0.236,1.861,none
0.778,0.236,1.819,none
0.777,0.233,1.764,none
0.78,0.233,1.764,none
0.789,0.233,1.764,none
0.78,0.237,1.667,none
0.784,0.231,1.843,none
0.792,0.233,1.879,none
0.778,0.233,1.879,none
0.787,0.236,2.218,none
0.783,0.232,2.248,none
0.787,0.232,2.271,none
0.78,0.232,2.271,none
0.78,0.23,2.185,none
0.787,0.237,2.185,none
0.781,0.234,2.138,none
0.778,0.236,2.206,none
0.791,0.236,2.206,none
0.771,0.232,2.206,none
0.796,0.231,2.191,none
0.79,0.232,2.226,none
0.788,0.229,2.204,none
0.787,0.229,2.204,none
0.793,0.235,2.204,none
0.78,0.231,2.041,none
0.794,0.231,2.064,none
0.787,0.235,2.084,none
0.791,0.235,2.084,none
0.788,0.229,2.084,none
0.798,0.237,2.062,none
0.785,0.236,1.98,none
1.006,0.231,2.061,none
0.999,0.23,2.055,none
1.012,0.321,2.141,none
1.018,0.319,2.141,none
1.005,0.319,2.141,none
1.012,0.316,1.914,none
1,0.316,1.914,none
1.003,0.315,2.03,none
1.003,0.317,1.943,none
1,0.319,1.905,none
0.997,0.318,1.905,none
1.008,0.313,1.905,none
1.007,0.232,2.014,none
0.433,0.264,2.089,none
0.209,0.232,2.045,none
0.204,0.22,1.825,none
0.199,0.222,1.906,none
0.205,0.224,1.861,none
0.201,0.224,1.861,none
0.199,0.218,1.954,none
0.196,0.225,1.881,none
0.195,0.225,1.873,none
0.194,0.226,1.877,none
0.196,0.226,1.962,none
0.19,0.226,1.962,none
0.2,0.226,1.79,none
0.196,0.221,1.836,none
0.193,0.226,1.836,none
0.199,0.224,1.817,none
0.195,0.224,1.817,none
0.199,0.224,1.811,none
0.197,0.224,1.811,none
0.196,0.224,1.811,none
0.194,0.223,1.811,none
0.195,0.223,1.804,none
0.196,0.224,1.882,none
0.197,0.219,1.838,none
0.196,0.221,1.848,none
0.193,0.221,1.777,none
0.198,0.221,1.747,none
0.201,0.226,1.86,none
0.196,0.22,1.813,none
0.202,0.22,1.813,none
0.194,0.222,1.823,none
0.193,0.221,1.823,none
0.201,0.226,1.823,none
0.204,0.22,1.868,none
0.195,0.22,1.868,none
0.191,0.226,1.868,none
0.194,0.221,1.868,none
0.2,0.221,1.868,none
0.193,0.224,1.868,none
0.201,0.224,1.868,none
0.196,0.225,1.981,none
0.193,0.219,1.821,none
0.193,0.226,1.897,none
0.196,0.222,1.888,none
0.197,0.219,1.853,none
0.195,0.221,1.923,none
0.197,0.219,1.884,none
0.199,0.223,1.868,none
0.201,0.22,1.868,none
0.202,0.223,1.909,none
0.196,0.226,1.865,none
0.201,0.226,1.865,none
0.199,0.219,1.814,none
0.195,0.223,1.814,none
0.192,0.223,1.814,none
0.196,0.223,1.814,none
0.199,0.221,1.814,none
0.192,0.221,1.814,none
0.2,0.222,1.814,none
0.199,0.222,1.814,none
0.195,0.219,1.814,none
0.198,0.225,1.814,none
0.201,0.22,1.814,none
0.194,0.22,1.814,none
0.202,0.219,1.775,none
0.199,0.219,1.775,none
0.195,0.221,1.64,none
0.2,0.222,1.705,none
0.205,0.224,1.816,none
0.194,0.216,2.976,none
0.202,0.223,2.832,none
0.2,0.219,2.832,none
0.204,0.218,2.807,none
0.202,0.225,2.834,none
0.195,0.221,2.834,none
0.203,0.223,2.868,none
0.194,0.223,2.868,none
0.201,0.224,2.895,none
0.194,0.224,2.895,none
0.195,0.223,2.984,none
0.198,0.219,3.028,none
0.193,0.221,2.906,none
0.195,0.224,2.906,none
0.194,0.222,2.864,none
0.199,0.221,2.946,none
0.192,0.217,2.857,none
0.195,0.225,2.888,none
0.201,0.225,2.826,none
0.197,0.225,2.844,none
0.194,0.225,2.844,none
0.201,0.222,2.91,none
0.199,0.219,2.91,none
0.201,0.218,2.855,none
0.199,0.226,2.855,none
0.199,0.221,2.9,none
0.2,0.221,2.9,none
0.195,0.218,1.839,none
0.192,0.22,2.202,none
0.193,0.223,2.189,none
0.196,0.223,2.189,none
0.199,0.223,2.189,none
0.192,0.218,2.202,none
0.194,0.224,2.175,none
0.191,0.224,2.175,none
0.201,0.221,2.059,none
0.195,0.226,2.107,none
0.192,0.221,2.107,none
0.191,0.223,2.09,none
0.197,0.223,2.09,none
0.192,0.223,2.09,none
0.198,0.225,2.083,none
0.193,0.22,2.048,none
0.192,0.22,2.053,none
0.196,0.218,2.052,none
0.191,0.219,2.189,none
0.196,0.221,2.192,none
0.198,0.221,2.192,none
0.199,0.221,2.192,none
0.192,0.218,2.076,none
0.199,0.218,2.076,none
0.195,0.218,2.076,none
0.196,0.218,2.076,none
0.195,0.219,2.076,none
0.198,0.219,2.076,none
0.203,0.224,1.788,none
0.199,0.221,1.788,none
0.2,0.221,1.788,none
0.199,0.226,1.939,none
0.199,0.22,1.939,none
0.202,0.22,1.939,none
0.196,0.226,1.939,none
0.198,0.226,1.939,none
0.193,0.223,1.876,none
0.196,0.226,1.866,none
0.195,0.223,1.906,none
0.196,0.222,1.823,none
0.196,0.224,1.817,none
0.193,0.226,1.871,none
0.195,0.226,1.871,none
0.195,0.224,1.871,none
0.194,0.218,1.871,none
0.203,0.219,1.871,none
0.203,0.219,1.854,none
0.193,0.221,1.826,none
0.193,0.219,1.853,none
0.195,0.223,1.771,none
0.202,0.225,1.742,none
0.194,0.225,1.736,none
0.196,0.225,1.736,none
0.198,0.219,1.828,none
0.201,0.224,1.789,none
0.2,0.218,1.782,none
0.194,0.218,1.74,none
0.196,0.221,1.804,none
